loopId	chrA	startA	endA	chrB	startB	endB	distance
loopId6045	chr6	56905202	56910202	chr6	56950202	56955202	45000
loopId6046	chr6	56955202	56960202	chr6	57015202	57020202	60000
loopId6047	chr6	57045202	57055202	chr6	57315202	57325202	270000
loopId6048	chr6	6054767	6059767	chr6	6389767	6394767	335000
loopId6049	chr6	6054767	6059767	chr6	6544767	6549767	490000
loopId6050	chr4	128453845	128458845	chr4	128513845	128518845	60000
loopId6051	chr4	128448845	128458845	chr4	128808845	128818845	360000
loopId6052	chr4	121198845	121203845	chr4	121303845	121308845	105000
loopId6053	chr4	118278845	118288845	chr4	118408845	118418845	130000
loopId6054	chr4	121248845	121253845	chr4	121303845	121308845	55000
loopId6055	chr4	121198845	121208845	chr4	121248845	121258845	50000
loopId6056	chr4	122598845	122608845	chr4	122708845	122718845	110000
loopId6057	chr4	122598845	122608845	chr4	122648845	122658845	50000
loopId6058	chr4	123398845	123403845	chr4	123658845	123663845	260000
loopId6059	chr4	122618845	122623845	chr4	122653845	122658845	35000
loopId6060	chr20	53658461	53663461	chr20	53698461	53703461	40000
loopId6061	chr20	53933461	53943461	chr20	54193461	54203461	260000
loopId6062	chr20	53938461	53943461	chr20	54063461	54068461	125000
loopId6063	chr20	54093461	54098461	chr20	54198461	54203461	105000
loopId6064	chr20	54983461	54993461	chr20	55113461	55123461	130000
loopId6065	chr20	55053461	55058461	chr20	55113461	55118461	60000
loopId6066	chr20	56389944	56394944	chr20	56464944	56469944	75000
loopId6067	chr20	56394944	56404944	chr20	56444944	56454944	50000
loopId6068	chr20	5564354	5569354	chr20	5644354	5649354	80000
loopId6069	chr20	57004944	57009944	chr20	57049944	57054944	45000
loopId6070	chr14	24805794	24810794	chr14	25030794	25035794	225000
loopId6071	chr8	127207755	127212755	chr8	127797754	127802754	589999
loopId6072	chr8	127207755	127212755	chr8	127732754	127737754	524999
loopId6073	chr8	127177755	127182755	chr8	127212755	127217755	35000
loopId6074	chr8	127157755	127167755	chr8	127207755	127217755	50000
loopId6075	chr8	127177755	127182755	chr8	127732754	127737754	554999
loopId6076	chr8	127177755	127182755	chr8	127562755	127567755	385000
loopId6077	chr8	127177755	127187755	chr8	128067754	128077754	889999
loopId6078	chr14	24805794	24810794	chr14	25130794	25135794	325000
loopId6079	chr8	127207755	127212755	chr8	127562755	127567755	355000
loopId6080	chr8	127207755	127212755	chr8	127297755	127302755	90000
loopId6081	chr14	30980794	30990794	chr14	31070794	31080794	90000
loopId6082	chr14	31200794	31210794	chr14	31350794	31360794	150000
loopId6083	chr14	31500794	31510794	chr14	32250794	32260794	750000
loopId6084	chr14	31930794	31935794	chr14	32255794	32260794	325000
loopId6085	chr22	25569033	25574033	chr22	25619033	25624033	50000
loopId6086	chr14	32070794	32075794	chr14	32255794	32260794	185000
loopId6087	chr2	225120283	225125283	chr2	225270283	225275283	150000
loopId6088	chr2	225265283	225275283	chr2	225655284	225665284	390001
loopId6089	chr22	25824033	25834033	chr22	25964034	25974034	140001
loopId6090	chr22	26364034	26374034	chr22	26664036	26674037	300002
loopId6091	chr22	26704037	26714037	chr22	27894012	27904012	1189975
loopId6092	chr14	32075794	32080794	chr14	32200794	32205794	125000
loopId6093	chr2	226835284	226840284	chr2	226965284	226970284	130000
loopId6094	chr2	227410284	227415284	chr2	227455284	227460284	45000
loopId6095	chr17	21116687	21126687	chr17	21206687	21216687	90000
loopId6096	chr17	21036687	21041687	chr17	21096687	21101687	60000
loopId6097	chr17	27232974	27242974	chr17	27472974	27482974	240000
loopId6098	chr17	21436688	21446688	chr17	26992974	27002974	5556286
loopId6099	chr17	18306686	18316686	chr17	18356686	18366686	50000
loopId6100	chr17	17886686	17891686	chr17	18031686	18036686	145000
loopId6101	chr17	18876687	18881687	chr17	18921687	18926687	45000
loopId6102	chr17	18606687	18616687	chr17	18846687	18856687	240000
loopId6103	chr17	27242974	27247974	chr17	27292974	27297974	50000
loopId6104	chr17	27237974	27242974	chr17	27337974	27342974	100000
loopId6105	chr1	58734328	58744328	chr1	59694328	59704328	960000
loopId6106	chr2	61917865	61922865	chr2	62407865	62412865	490000
loopId6107	chr2	61992865	61997865	chr2	62142865	62147865	150000
loopId6108	chr15	45197802	45202802	chr15	45397802	45402802	200000
loopId6109	chr15	44852802	44857802	chr15	44917802	44922802	65000
loopId6110	chr15	44662802	44667802	chr15	44707802	44712802	45000
loopId6111	chr15	44592802	44597802	chr15	44782802	44787802	190000
loopId6112	chr2	57907865	57912865	chr2	58347865	58352865	440000
loopId6113	chr15	44217802	44222802	chr15	44317802	44322802	100000
loopId6114	chr1	53889327	53894327	chr1	53944327	53949327	55000
loopId6115	chr15	43222802	43227802	chr15	43282802	43287802	60000
loopId6116	chr2	60802865	60812865	chr2	60882865	60892865	80000
loopId6117	chr2	60837865	60842865	chr2	60872865	60877865	35000
loopId6118	chr16	13546143	13556143	chr16	13866143	13876143	320000
loopId6119	chr16	13436143	13441143	chr16	13631143	13636143	195000
loopId6120	chr16	13921143	13926143	chr16	13956143	13961143	35000
loopId6121	chr16	13916143	13926143	chr16	14276143	14286143	360000
loopId6122	chr16	14346143	14356143	chr16	14396143	14406143	50000
loopId6123	chr16	14306143	14311143	chr16	14351143	14356143	45000
loopId6124	chr6	111708797	111713797	chr6	112038797	112043797	330000
loopId6125	chr6	111773797	111778797	chr6	111993797	111998797	220000
loopId6126	chr6	111403797	111408797	chr6	111478797	111483797	75000
loopId6127	chr6	111708797	111713797	chr6	111993797	111998797	285000
loopId6128	chr6	111258797	111263797	chr6	111478797	111483797	220000
loopId6129	chr6	11169767	11179767	chr6	11489767	11499767	320000
loopId6130	chr6	11139767	11144767	chr6	11494767	11499767	355000
loopId6131	chr6	11149767	11154767	chr6	11574767	11579767	425000
loopId6132	chr6	110808797	110818797	chr6	110868797	110878797	60000
loopId6133	chr6	110878797	110883797	chr6	110943797	110948797	65000
loopId6134	chr6	29972223	29982223	chr6	31492223	31502223	1520000
loopId6135	chr6	29942223	29952223	chr6	31262223	31272223	1320000
loopId6136	chr6	2989766	2999766	chr6	3049766	3059766	60000
loopId6137	chr6	29882223	29892223	chr6	31352223	31362223	1470000
loopId6138	chr6	30617223	30622223	chr6	30682223	30687223	65000
loopId6139	chr6	30612223	30617223	chr6	30717223	30722223	105000
loopId6140	chr6	30487223	30492223	chr6	30527223	30532223	40000
loopId6141	chr6	30482223	30492223	chr6	30722223	30732223	240000
loopId6142	chr6	30732223	30742223	chr6	31072223	31082223	340000
loopId6143	chr6	30682223	30687223	chr6	30717223	30722223	35000
loopId6144	chr10	32291072	32301072	chr10	32341072	32351072	50000
loopId6145	chr10	32256072	32261072	chr10	32346072	32351072	90000
loopId6146	chr10	31871072	31876072	chr10	31921072	31926072	50000
loopId6147	chr10	31311071	31321071	chr10	31481071	31491071	170000
loopId6148	chr10	33741072	33751072	chr10	34131072	34141072	390000
loopId6149	chr10	33331072	33341072	chr10	33731072	33741072	400000
loopId6150	chr10	3237808	3247808	chr10	3777808	3787808	540000
loopId6151	chr10	32381072	32391072	chr10	32441072	32451072	60000
loopId6152	chr10	34721072	34731072	chr10	34801072	34811072	80000
loopId6153	chr10	34526072	34531072	chr10	34571072	34576072	45000
loopId6154	chr8	66437765	66447765	chr8	66607765	66617765	170000
loopId6155	chr6	75370284	75380284	chr6	75490284	75500284	120000
loopId6156	chr10	14658001	14663001	chr10	14743001	14748001	85000
loopId6157	chr10	14938001	14943001	chr10	15018001	15023001	80000
loopId6158	chr10	13783000	13788000	chr10	14183001	14188001	400001
loopId6159	chr10	14008001	14013001	chr10	14183001	14188001	175000
loopId6160	chr10	13708000	13713000	chr10	13758000	13763000	50000
loopId6161	chr10	13783000	13788000	chr10	14093001	14098001	310001
loopId6162	chr10	1422805	1427805	chr10	1732806	1737806	310001
loopId6163	chr10	14643001	14648001	chr10	14823001	14828001	180000
loopId6164	chr10	14498001	14508001	chr10	14818001	14828001	320000
loopId6165	chr10	14603001	14608001	chr10	14643001	14648001	40000
loopId6166	chr2	176995272	177000272	chr2	177145272	177150272	150000
loopId6167	chr13	52345865	52350865	chr13	52445865	52450865	100000
loopId6168	chr13	52665865	52670865	chr13	52805865	52810865	140000
loopId6169	chr13	51905864	51915864	chr13	51955864	51965864	50000
loopId6170	chr1	34794399	34804399	chr1	34844399	34854399	50000
loopId6171	chr13	57580866	57585866	chr13	57620866	57625866	40000
loopId6172	chr1	35454399	35459399	chr1	35534399	35539399	80000
loopId6173	chr13	52725865	52730865	chr13	52805865	52810865	80000
loopId6174	chr1	35194399	35204399	chr1	35294399	35304399	100000
loopId6175	chr20	38091598	38096598	chr20	38161598	38166598	70000
loopId6176	chr20	38071598	38081598	chr20	38151598	38161598	80000
loopId6177	chr20	38931357	38941357	chr20	39041357	39051357	110000
loopId6178	chr20	38806357	38811357	chr20	38871357	38876357	65000
loopId6179	chr20	37566598	37571598	chr20	37986598	37991598	420000
loopId6180	chr20	37386597	37391597	chr20	37526598	37531598	140001
loopId6181	chr20	38056598	38061598	chr20	38216598	38221598	160000
loopId6182	chr1	161565210	161570210	chr1	161735210	161740210	170000
loopId6183	chr2	177165272	177170272	chr2	177330272	177335272	165000
loopId6184	chr3	113736153	113741153	chr3	113911153	113916153	175000
loopId6185	chr3	113496153	113501153	chr3	113531153	113536153	35000
loopId6186	chr3	113831153	113836153	chr3	113911153	113916153	80000
loopId6187	chr3	113746153	113751153	chr3	113831153	113836153	85000
loopId6188	chr3	112331153	112336153	chr3	112456153	112461153	125000
loopId6189	chr3	112326153	112331153	chr3	112516153	112521153	190000
loopId6190	chr3	112456153	112461153	chr3	112496153	112501153	40000
loopId6191	chr3	112406153	112411153	chr3	112456153	112461153	50000
loopId6192	chr3	117476153	117481153	chr3	117516153	117521153	40000
loopId6193	chr3	117401153	117411153	chr3	117521153	117531153	120000
loopId6194	chr17	50632639	50637639	chr17	50692639	50697639	60000
loopId6195	chr12	68481220	68486220	chr12	68806220	68811220	325000
loopId6196	chr12	69156220	69161220	chr12	69236220	69241220	80000
loopId6197	chr9	106307719	106312719	chr9	106857719	106862719	550000
loopId6198	chr9	106307719	106317719	chr9	106417719	106427719	110000
loopId6199	chr9	105452719	105457719	chr9	105497719	105502719	45000
loopId6200	chr9	106217719	106222719	chr9	106307719	106312719	90000
loopId6201	chr9	104772719	104777719	chr9	105147719	105152719	375000
loopId6202	chr9	104862719	104867719	chr9	105147719	105152719	285000
loopId6203	chr9	104602719	104607719	chr9	104677719	104682719	75000
loopId6204	chr9	104767719	104777719	chr9	105407719	105417719	640000
loopId6205	chr12	69356220	69361220	chr12	69576220	69581220	220000
loopId6206	chr9	106857719	106867719	chr9	107037719	107047719	180000
loopId6207	chr9	106862719	106867719	chr9	106977719	106982719	115000
loopId6208	chr12	12377066	12387066	chr12	12497066	12507066	120000
loopId6209	chr12	12377066	12382066	chr12	12702066	12707066	325000
loopId6210	chr1	212366658	212376658	chr1	212446658	212456658	80000
loopId6211	chr12	124915454	124925454	chr12	128805455	128815455	3890001
loopId6212	chr12	12357066	12362066	chr12	12712066	12717066	355000
loopId6213	chr12	124320454	124325454	chr12	124770454	124775454	450000
loopId6214	chr12	12377066	12382066	chr12	12607066	12612066	230000
loopId6215	chr12	12377066	12382066	chr12	12557066	12562066	180000
loopId6216	chr1	212476658	212481658	chr1	212606658	212611658	130000
loopId6217	chr12	125980454	125985454	chr12	126045454	126050454	65000
loopId6218	chr6	16329769	16334769	chr6	16469769	16474769	140000
loopId6219	chr6	16329769	16334769	chr6	16759769	16764769	430000
loopId6220	chr22	37313959	37318959	chr22	37453964	37458962	140004
loopId6221	chr22	37263959	37268959	chr22	37308959	37313959	45000
loopId6222	chr6	158788968	158793968	chr6	158968968	158973968	180000
loopId6223	chr22	36858958	36863958	chr22	36913958	36918958	55000
loopId6224	chr6	159003968	159008968	chr6	159038968	159043968	35000
loopId6225	chr6	159003968	159008968	chr6	159103968	159108968	100000
loopId6226	chr6	159038968	159043968	chr6	159133968	159138968	95000
loopId6227	chr6	159038968	159048968	chr6	159098968	159108968	60000
loopId6228	chr6	159873968	159878968	chr6	159938968	159943968	65000
loopId6229	chr6	160928968	160938968	chr6	161028968	161038968	100000
loopId6230	chr4	78658846	78663846	chr4	78748846	78753846	90000
loopId6231	chr4	78608846	78613846	chr4	78863846	78868846	255000
loopId6232	chr4	78058846	78068846	chr4	78288846	78298846	230000
loopId6233	chr4	78058846	78068846	chr4	78178846	78188846	120000
loopId6234	chr4	78058846	78063846	chr4	78598846	78603846	540000
loopId6235	chr4	77948846	77958846	chr4	78608846	78618846	660000
loopId6236	chr4	76948847	76958847	chr4	76998847	77008847	50000
loopId6237	chr4	76008847	76013847	chr4	76053847	76058847	45000
loopId6238	chr4	79038846	79043846	chr4	79248846	79253846	210000
loopId6239	chr4	78748846	78758846	chr4	78858846	78868846	110000
loopId6240	chr19	45826742	45831742	chr19	45881742	45886742	55000
loopId6241	chr19	45881742	45886742	chr19	46006742	46011742	125000
loopId6242	chr19	45521742	45526742	chr19	45641742	45646742	120000
loopId6243	chr19	45591742	45596742	chr19	45641742	45646742	50000
loopId6244	chr19	45416742	45426742	chr19	45476742	45486742	60000
loopId6245	chr13	105537651	105547651	chr13	105587651	105597651	50000
loopId6246	chr1	94059444	94064444	chr1	94334444	94339444	275000
loopId6247	chr19	4574988	4579988	chr19	4634988	4639988	60000
loopId6248	chr19	44721736	44726737	chr19	44766743	44771743	45007
loopId6249	chr19	44721736	44726737	chr19	44841743	44846743	120007
loopId6250	chr6	70700297	70710297	chr6	70880297	70890297	180000
loopId6251	chr6	71380297	71390297	chr6	71480297	71490297	100000
loopId6252	chr6	6679767	6684767	chr6	6914767	6919767	235000
loopId6253	chr6	6679767	6684767	chr6	7239767	7244767	560000
loopId6254	chr6	6579767	6589767	chr6	118858837	118868835	112279069
loopId6255	chr6	6584767	6589767	chr6	6639767	6644767	55000
loopId6256	chr6	64010107	64015107	chr6	64330107	64335107	320000
loopId6257	chr6	6504767	6509767	chr6	6544767	6549767	40000
loopId6258	chr2	8309870	8314870	chr2	8759870	8764870	450000
loopId6259	chr6	72615272	72620272	chr6	73120277	73125277	505005
loopId6260	chr6	72625272	72630272	chr6	72685276	72690276	60004
loopId6261	chr2	8309870	8314870	chr2	8539870	8544870	230000
loopId6262	chr15	100919795	100924795	chr15	101004795	101009795	85000
loopId6263	chr16	23803679	23808679	chr16	23838679	23843679	35000
loopId6264	chr20	6264353	6269353	chr20	6579353	6584353	315000
loopId6265	chr20	6579353	6584353	chr20	6764353	6769353	185000
loopId6266	chr20	63703648	63708648	chr20	63863647	63868647	159999
loopId6267	chr20	63783647	63788647	chr20	63863647	63868647	80000
loopId6268	chr20	63533647	63538647	chr20	63973647	63978647	440000
loopId6269	chr20	63698647	63708648	chr20	63778647	63788647	80000
loopId6270	chr20	63008648	63018648	chr20	63058648	63068648	50000
loopId6271	chr20	63533647	63538647	chr20	63863647	63868647	330000
loopId6272	chr20	62898648	62903648	chr20	63008648	63013648	110000
loopId6273	chr20	6179353	6189353	chr20	6629353	6639353	450000
loopId6274	chr16	22098679	22108679	chr16	22178679	22188679	80000
loopId6275	chr16	22203679	22208679	chr16	22293679	22298679	90000
loopId6276	chr17	39618747	39623747	chr17	39978747	39983747	360000
loopId6277	chr11	72818955	72828955	chr11	73238955	73248955	420000
loopId6278	chr11	72718955	72723955	chr11	72788955	72793955	70000
loopId6279	chr1	172740860	172745860	chr1	173200861	173205861	460001
loopId6280	chr17	39753747	39758747	chr17	39863747	39868747	110000
loopId6281	chr1	172745860	172750860	chr1	172815860	172820860	70000
loopId6282	chr1	172740860	172745860	chr1	173405861	173410861	665001
loopId6283	chr11	73138955	73143955	chr11	73173955	73178955	35000
loopId6284	chr1	172810860	172820860	chr1	173200861	173210861	390001
loopId6285	chr11	73183955	73188955	chr11	73288955	73293955	105000
loopId6286	chr17	39618747	39623747	chr17	39753747	39758747	135000
loopId6287	chr16	21898679	21903679	chr16	21933679	21938679	35000
loopId6288	chr6	137703863	137708863	chr6	137863863	137868863	160000
loopId6289	chr17	38673747	38678747	chr17	38728747	38733747	55000
loopId6290	chr15	73177659	73182659	chr15	73222659	73227659	45000
loopId6291	chr12	64891220	64896220	chr12	65116220	65121220	225000
loopId6292	chr5	172222996	172227996	chr5	172272996	172277996	50000
loopId6293	chr5	172182996	172187996	chr5	172272996	172277996	90000
loopId6294	chr5	172107996	172112996	chr5	172287996	172292996	180000
loopId6295	chr5	172107996	172112996	chr5	172182996	172187996	75000
loopId6296	chr5	171932996	171942996	chr5	171992996	172002996	60000
loopId6297	chr5	171912996	171917996	chr5	172037996	172042996	125000
loopId6298	chr17	15676686	15686686	chr17	18696687	18706687	3020001
loopId6299	chr5	170832996	170842996	chr5	178752999	178762999	7920003
loopId6300	chr17	15826686	15836686	chr17	20646687	20656687	4820001
loopId6301	chr17	15826686	15831686	chr17	15996686	16001686	170000
loopId6302	chr5	172472996	172482996	chr5	172692997	172702997	220001
loopId6303	chr15	74377659	74387660	chr15	74617659	74627659	240000
loopId6304	chr2	74917873	74922873	chr2	75052873	75057873	135000
loopId6305	chr2	75052873	75057873	chr2	75182874	75187874	130001
loopId6306	chr2	75052873	75057873	chr2	75402874	75407874	350001
loopId6307	chr2	75052873	75057873	chr2	75462874	75467874	410001
